 Renault ;Kaptur;Blue;16 300,00
 VW ;Polo;Blue;26 350,00
Volvo;Volvo;Blue;11 000,00
 Renault ;Kaptur;Blue;25 360,00
 VW ;Polo;Blue;23 430,00
 Renault ;Kaptur;Blue;108 100,00
 Renault ;Kaptur;Blue;30 167,00
 VW ;Polo;Blue;54 200,00
 VW ;Polo;Blue;24 265,00
 Renault ;Kaptur;Blue;40 416,00
 VW ;Polo;Blue;18 745,00
 Skoda ;Rapid;Blue;76 890,00
 VW ;Polo;Blue;80 078,80
 Renault ;Kaptur;Blue;36 900,00
 VW ;Polo;Blue;28 920,00
 Renault ;Kaptur;Blue;202 146,00
 Skoda ;Rapid;Blue;27 277,00
 Skoda ;Rapid;Blue;46 300,00
 VW ;Polo;Blue;20 975,00
 VW ;Polo;Blue;5 300,00
 VW ;Polo;Blue;12 640,00
 Skoda ;Rapid;Blue;94 098,00
 Renault ;Kaptur;Blue;14 500,00
 VW ;Polo;Blue;26 000,00
 Audi ;Audi A3;Blue;45 400,00
 Audi ;Audi A3;Blue;48 510,00
 VW ;Polo;Blue;13 750,00
 VW ;Polo;Blue;76 800,00
 Skoda ;Rapid;Blue;63 100,00
 VW ;Polo;Blue;10 150,00
Mercedes;E213;Blue;175 213,00
 Skoda ;Rapid;Blue;31 057,00
 Renault ;Kaptur;Blue;67 987,00
 VW ;Polo;Blue;28 000,00
 Renault ;Kaptur;Blue;60 014,00
 Renault ;Kaptur;Blue;25 675,00
 VW ;Polo;Blue;
 Skoda ;Rapid;Blue;102 310,00
;белы;Blue;29 080,00
 Renault ;Kaptur;Blue;57 895,00
 Renault ;Kaptur;Blue;64 133,00
 VW ;Polo;Blue;37 755,00
Volvo;XC60;Blue;28 000,00
 Renault ;Kaptur;Blue;76 710,00
 Skoda ;Rapid;Blue;52 350,00
 Skoda ;Rapid;Blue;13 750,00
 VW ;Polo;Blue;35 750,00
 Skoda ;Rapid;Blue;24 850,00
 Renault ;Kaptur;Blue;27 057,00
 Renault ;Kaptur;Blue;29 630,00
 Audi ;Audi A3;Blue;108 430,00
 VW ;Polo;Blue;32 660,00
 Renault ;Kaptur;Blue;46 457,00
 VW ;Polo;Blue;44 620,00
Mercedes;E213;Blue;168 527,00
Mercedes;E213;Blue;49 100,00
 Skoda ;Rapid;Blue;59 490,00
 Audi ;Audi A3;Blue;62 000,00
 Renault ;Kaptur;Blue;7 840,00
Volvo;Volvo;Blue;8 500,00
 VW ;Polo;Blue;26 980,00
 VW ;Polo;Blue;14 390,00
 VW ;Polo;Blue;53 305,00
 VW ;Polo;Blue;17 450,00
 Skoda ;Rapid;Blue;203 875,00
 VW ;Polo;Blue;8 750,00
 VW ;Polo;Blue;23 000,00
 Skoda ;Rapid;Blue;26 700,00
 Renault ;Kaptur;Blue;25 950,00
 Audi ;Audi A3;Blue;71 700,00
 Renault ;Kaptur;Blue;80 561,00
 Audi ;Audi A3;Blue;11 500,00
 VW ;Polo;Blue;19 580,00
 Audi ;Audi A3;Blue;36 200,00
 Audi ;Audi A3;Blue;45 300,00
 VW ;Polo;Blue;34 320,00
 Audi ;Audi A3;Blue;60 386,00
 VW ;Polo;Blue;19 580,00
 Skoda ;Rapid;Blue;62 500,00
 VW ;Polo;Blue;25 910,00
 VW ;Polo;Blue;20 390,00
 Audi ;Audi A3;Blue;7 500,00
 VW ;Polo;Blue;
 VW ;Transporter;Blue;15 300,00
 Skoda ;Rapid;Blue;71 190,00
 VW ;Polo;Blue;11 550,00
 VW ;Polo;Blue;36 470,00
 Skoda ;Rapid;Blue;21 900,00
 Renault ;Kaptur;Blue;38 800,00
 VW ;Polo;Blue;17 550,00
 VW ;Polo;Blue;28 310,00
 VW ;Polo;Blue;18 530,00
 Renault ;Kaptur;Blue;28 951,00
 VW ;Polo;Blue;9 050,00
 VW ;Polo;Blue;55 757,00
 VW ;Dokker;Blue;18 700,00
 VW ;Polo;Blue;27 250,00
 Renault ;Kaptur;Blue;2 650,00
 VW ;Polo;Blue;23 600,00
Mercedes; C180 ;Blue;92 106,00
 Skoda ;Rapid;Blue;10 900,00
 VW ;Dokker;Blue;24 220,00
 Renault ;Kaptur;Blue;39 100,00
 VW ;Polo;Blue;38 120,00
Mercedes; C180 ;Blue;179 394,00
 Audi ;Audi A3;Blue;31 900,00
 Skoda ;Rapid;Blue;34 700,00
 Renault ;Kaptur;Blue;27 830,00
 Skoda ;Rapid;Blue;31 640,00
